user_id,timestamp,channel,impressions,clicks,conversions,spend,region,treatment
1001fe6bcac1718f121c7b676a89425a,2013-03-11,3.0,1.0,0.0,0.0,0.128,80.0,1.0
100218894c9ea89a004306e9efc6726e,2013-03-11,1.0,1.0,0.0,0.0,0.006,276.0,1.0
100222f4d372a3fa55a31cb68202d752,2013-03-11,2.0,1.0,0.0,0.0,0.024,276.0,1.0
100229a554f141ad453fdec88c624dbc,2013-03-11,3.0,1.0,0.0,0.0,0.12,80.0,0.0
10023fc2e78b235acefd6df7c59a7649,2013-03-11,3.0,1.0,0.0,0.0,0.05,1.0,0.0
10025ebfaaadfb68621f9dd37fd790dd,2013-03-11,3.0,2.0,0.0,0.0,0.1699999999999999,79.0,0.0
100281bc856ce693e28ec50526fa7ad7,2013-03-11,2.0,1.0,0.0,0.0,0.028,3.0,1.0
100295cd4836a0f634ba571ddb2c554,2013-03-11,1.0,1.0,0.0,0.0,0.017,275.0,0.0
1002a588c4e6585695b57f3f5d34caa4,2013-03-11,3.0,1.0,0.0,0.0,0.12,2.0,0.0
1002a916ec1bf4165908d7060b89f1a,2013-03-11,2.0,1.0,0.0,0.0,0.022,333.0,0.0
1002bf1cab0f209ffadf3db503c58482,2013-03-11,1.0,1.0,0.0,0.0,0.053,216.0,0.0
1002c31982816f258c8bed355dcdc800,2013-03-11,2.0,1.0,0.0,0.0,0.052,106.0,0.0
1002ca05d7d1c48a77226225e70dcf87,2013-03-11,3.0,1.0,0.0,0.0,0.184,134.0,0.0
1002d23eebb651da5f89ab67440a69bb,2013-03-11,2.0,1.0,0.0,0.0,0.045,298.0,1.0
1002d6e37bc3c77d72017ef6f667602e,2013-03-11,3.0,1.0,0.0,0.0,0.02,276.0,1.0
1002d87ff1ce38eed118dc72f9a1d30b,2013-03-11,2.0,1.0,0.0,0.0,0.225,2.0,1.0
1002dfe86606ec22d1ed6b3294fa0c15,2013-03-11,2.0,1.0,0.0,0.0,0.03,276.0,1.0
1002e9690695812c870e6dc0564ce5ab,2013-03-11,1.0,1.0,0.0,0.0,0.051,374.0,0.0
1002f0d5ee04e5921522b6542d2669b0,2013-03-11,2.0,1.0,0.0,0.0,0.089,80.0,0.0
1002f52643ed9732a68c4b0deabed1,2013-03-11,3.0,1.0,0.0,0.0,0.12,124.0,1.0
10030e50413d13534c23ac20810edf52,2013-03-11,1.0,1.0,0.0,0.0,0.054,79.0,1.0
10031578e266f68549f662e3d7e6826f,2013-03-11,3.0,1.0,0.0,0.0,0.184,216.0,0.0
10032987a0ee96f999d8eafacfe16af2,2013-03-11,1.0,2.0,0.0,0.0,0.142,1.0,1.0
10032bafca5d6dd66e3c1bdd1e496df2,2013-03-11,3.0,1.0,0.0,0.0,0.16,183.0,0.0
100336946871bc0b2d585d5db1e4b440,2013-03-11,1.0,2.0,0.0,0.0,0.075,3.0,0.0
10034b09d7d1388deefc272f9199ea75,2013-03-11,2.0,1.0,0.0,0.0,0.075,1.0,0.0
10037a9e07acf6011f651c4e4cf7676e,2013-03-11,2.0,1.0,0.0,0.0,0.07,0.0,1.0
1003875cfe2e534ba9b8f13ff4d35c2d,2013-03-11,3.0,1.0,0.0,0.0,0.01,333.0,1.0
10038dfcef4c8f0709298edb5f059d79,2013-03-11,2.0,1.0,0.0,0.0,0.028,216.0,0.0
100396df8bf2eaafe8e230561729f61,2013-03-11,2.0,1.0,0.0,0.0,0.152,80.0,0.0
10039945157cb1e37a258f536387daa3,2013-03-11,3.0,2.0,0.0,0.0,0.264,183.0,0.0
10039c6c634f059e47a24e805a791423,2013-03-11,3.0,1.0,0.0,0.0,0.02,308.0,1.0
1003b9032c038150a0d74eea2d4dce42,2013-03-11,1.0,1.0,0.0,0.0,0.051,40.0,0.0
1003bd105ed9644232b6fd2d26cbc000,2013-03-11,1.0,2.0,0.0,0.0,0.195,65.0,0.0
1003e33d970109d265fb56534342f6aa,2013-03-11,1.0,2.0,0.0,0.0,0.0139999999999999,164.0,1.0
1003f4187981bf23cb220985da25cc44,2013-03-11,2.0,1.0,0.0,0.0,0.032,15.0,0.0
1003f713773c18e80243e4cf4bb8d63e,2013-03-11,2.0,1.0,0.0,0.0,0.05,79.0,0.0
10041c91feba8efb1a73b23f4d1e1f34,2013-03-11,1.0,1.0,0.0,0.0,0.057,15.0,1.0
1004363e7cecfae98eca56003618c767,2013-03-11,2.0,1.0,0.0,0.0,0.005,40.0,1.0
10046167fa18da851025547d443a41cf,2013-03-11,2.0,1.0,0.0,0.0,0.024,1.0,1.0
1004624eda7c53197ea67b978efb614e,2013-03-11,3.0,1.0,0.0,0.0,0.08,275.0,1.0
10047b4dc644ec1efbcc1d205bd7d426,2013-03-11,1.0,1.0,0.0,0.0,0.024,201.0,0.0
10047ec0355a2eb337374d519b6b1c98,2013-03-11,2.0,1.0,0.0,0.0,0.158,253.0,0.0
1004802359d4442201b8adc671fb4c71,2013-03-11,2.0,1.0,0.0,0.0,0.141,146.0,1.0
100483b14aa2f5b85dd4dafb6cf02a0e,2013-03-11,1.0,1.0,0.0,0.0,0.145,80.0,0.0
10049f8074febc427c1dfb8294ec8ee,2013-03-11,3.0,1.0,0.0,0.0,0.01,1.0,0.0
1004a16d456161abda46f6682a52b56d,2013-03-11,2.0,1.0,0.0,0.0,0.013,276.0,1.0
1004a5ed136f51a74467eafae1452c89,2013-03-11,3.0,1.0,0.0,0.0,0.1,1.0,1.0
1004a6228b24e338f9a342db9ed238f4,2013-03-11,3.0,2.0,0.0,0.0,0.16,80.0,1.0
1004bc6cc17d45d95d4c626710850287,2013-03-11,2.0,1.0,0.0,0.0,0.045,15.0,0.0
1004f715e3e537af429006e9848d6ee7,2013-03-11,2.0,1.0,0.0,0.0,0.063,94.0,0.0
1005001845fd0a56f42d55ea540322c6,2013-03-11,1.0,1.0,0.0,0.0,0.071,216.0,0.0
10050de3ca63bb07a7fd3c7c69a2a31,2013-03-11,2.0,1.0,0.0,0.0,0.036,1.0,0.0
1005140a54d39215f5c4bf50aed5d664,2013-03-11,2.0,2.0,0.0,0.0,0.048,276.0,0.0
100521aa78de873803a8fd026e39a16b,2013-03-11,1.0,1.0,0.0,0.0,0.033,333.0,0.0
10052980328d90a71816cd38046b086c,2013-03-11,2.0,2.0,0.0,0.0,0.148,80.0,0.0
1005464658aaed26ae99b212bdc8dbc3,2013-03-11,3.0,1.0,0.0,0.0,0.08,308.0,1.0
100548c194a593a4063ca640fbc1ae99,2013-03-11,1.0,2.0,0.0,0.0,0.0799999999999999,94.0,1.0
10054f58ad0c4cc566b668adc25ad25c,2013-03-11,2.0,1.0,0.0,0.0,0.005,201.0,0.0
1005699a8f6cfceec409835006ea61,2013-03-11,2.0,1.0,0.0,0.0,0.034,298.0,0.0
100574ae32bdcdfe9f1ff4b806906f01,2013-03-11,3.0,1.0,0.0,0.0,0.16,201.0,0.0
10057b9c2cbf6730476e30d7180a12b5,2013-03-11,1.0,1.0,0.0,0.0,0.022,94.0,1.0
100594d5759aa2a1cece92bcbde1e4c,2013-03-11,1.0,1.0,0.0,0.0,0.134,374.0,1.0
1005b05d2e95e13a4d56a9722e6ffe10,2013-03-11,3.0,1.0,0.0,0.0,0.16,216.0,1.0
1005c7c381e10e6863209eb0ff8e2254,2013-03-11,2.0,1.0,0.0,0.0,0.01,94.0,1.0
1005dd15af41e05b3e8db927d562e5d6,2013-03-11,1.0,2.0,0.0,0.0,0.163,79.0,1.0
1005f68843b428f3d9616418fa8966c0,2013-03-11,3.0,1.0,0.0,0.0,0.12,80.0,1.0
100626f934b982b42bcf6063e9a8e86c,2013-03-11,1.0,1.0,0.0,0.0,0.151,238.0,1.0
10063a1abe6ab19ace7ac839125f8f44,2013-03-11,1.0,1.0,0.0,0.0,0.231,275.0,1.0
100640701cb1090b629290d1e6d57934,2013-03-11,3.0,1.0,0.0,0.0,0.02,276.0,0.0
100642f1c9fe01c2046b561e88a084e1,2013-03-11,2.0,1.0,0.0,0.0,0.015,216.0,0.0
100650860d3c7f08c029b6839b4ec60a,2013-03-11,3.0,1.0,0.0,0.0,0.12,216.0,1.0
10065af3f9996f47369e742d08c62f2f,2013-03-11,1.0,1.0,0.0,0.0,0.051,80.0,0.0
1006797d0d60d1321a36abdb5d113c0,2013-03-11,2.0,1.0,0.0,0.0,0.009,216.0,0.0
10067d84dbcb8a3ca4fa53ee892774fe,2013-03-11,2.0,1.0,0.0,0.0,0.024,275.0,1.0
1006ac92da55b238799c2867379231b3,2013-03-11,2.0,1.0,0.0,0.0,0.063,216.0,1.0
1006e4466228dce5d1599a0ed6711426,2013-03-11,1.0,1.0,0.0,0.0,0.015,298.0,0.0
1006f944507bc4fdd0830c5f7486700f,2013-03-11,2.0,1.0,0.0,0.0,0.008,253.0,0.0
10070e9e8bfb41d9615a4f56c414550c,2013-03-11,3.0,1.0,0.0,0.0,0.16,216.0,1.0
100712917cc8f60673651c12e4632c57,2013-03-11,3.0,1.0,0.0,0.0,0.02,146.0,1.0
100746c1406300d1617a51ef5f81dc30,2013-03-11,1.0,1.0,0.0,0.0,0.251,374.0,1.0
100752c3ea127270069ac5cbd824cdff,2013-03-11,1.0,1.0,0.0,0.0,0.121,1.0,1.0
10076b5f56519ca11cc5262948d155bc,2013-03-11,1.0,1.0,0.0,0.0,0.01,65.0,0.0
1007a8929a90e2e0e4f12e59b5691edd,2013-03-11,1.0,1.0,0.0,0.0,0.033,146.0,0.0
1007c6e5e7eb803c5dd060f6872da7bb,2013-03-11,2.0,1.0,0.0,0.0,0.025,1.0,1.0
1007d99e902208e9226c8527f27dba36,2013-03-11,2.0,1.0,0.0,0.0,0.246,94.0,1.0
1007f85a5b5770eeced29ebad15b1496,2013-03-11,3.0,1.0,0.0,0.0,0.05,80.0,0.0
100820fd9d0c62099eba0688ffc65af4,2013-03-11,3.0,1.0,0.0,0.0,0.197,27.0,1.0
1008388929370be4270fdc4c8b68534c,2013-03-11,2.0,2.0,0.0,0.0,0.143,94.0,0.0
10084e335cf488e0ee4a11fcd5cdb19,2013-03-11,1.0,1.0,0.0,0.0,0.036,40.0,1.0
100856495ed29df54bcac040287f0f4a,2013-03-11,3.0,1.0,0.0,0.0,0.081,238.0,1.0
10085df2f39cea55cf65ea1ac3552ac1,2013-03-11,2.0,1.0,0.0,0.0,0.038,275.0,1.0
10086d90e6d07aa36cae93d170c7fd04,2013-03-11,2.0,2.0,0.0,0.0,0.048,80.0,1.0
1008788de21ee423d36c41111e72ef48,2013-03-11,2.0,1.0,0.0,0.0,0.15,216.0,1.0
10088e7ec3b239358de84c33930e3afc,2013-03-11,3.0,1.0,0.0,0.0,0.12,94.0,1.0
1008987585218d553fda5aa58eac28a9,2013-03-11,1.0,1.0,0.0,0.0,0.005,333.0,0.0
1008ae6fefce2dbe65b390805c5686ea,2013-03-11,1.0,1.0,0.0,0.0,0.082,374.0,1.0
1008c7d4d9819bb836010890267a4966,2013-03-11,1.0,1.0,0.0,0.0,0.022,216.0,0.0
1008ce79f03b00d25051f930f763eb8b,2013-03-11,1.0,1.0,0.0,0.0,0.057,94.0,1.0
1008db6163d782445514d446a616914,2013-03-11,1.0,1.0,0.0,0.0,0.051,65.0,1.0
1008e414822091c8fbeec361575ed61,2013-03-11,3.0,3.0,0.0,0.0,0.32,216.0,0.0
1008f518eb411e280748accf9d74a743,2013-03-11,1.0,2.0,0.0,0.0,0.0849999999999999,79.0,1.0
1008f87fd3cb892559441bdccfa0da2a,2013-03-11,2.0,1.0,0.0,0.0,0.199,253.0,0.0
100902221215473fdc4196937005ee57,2013-03-11,2.0,1.0,0.0,0.0,0.024,2.0,1.0
1009048218e36f57beb64c0ebcef6c75,2013-03-11,1.0,1.0,0.0,0.0,0.005,146.0,1.0
100912b2ce9dd0e31bb6bfd38e4b4d49,2013-03-11,1.0,1.0,0.0,0.0,0.043,65.0,0.0
10092337b4fe65f0d40387bafadfbda2,2013-03-11,3.0,1.0,0.0,0.0,0.12,238.0,0.0
10094037d949b634fc5a049d159fcca,2013-03-11,3.0,1.0,0.0,0.0,0.08,134.0,0.0
10095a977ccc5a0760057b230396192d,2013-03-11,3.0,2.0,0.0,0.0,0.06,1.0,1.0
10095de8ad35b27d060ef2468b39ef5a,2013-03-11,2.0,1.0,0.0,0.0,0.04,15.0,0.0
10096c32c7db6b95249ff46fcece1451,2013-03-11,3.0,1.0,0.0,0.0,0.12,238.0,1.0
1009794651ad99e3fe6ec39309b8abe,2013-03-11,3.0,1.0,0.0,0.0,0.04,238.0,1.0
10097e1520b0f9b7613c915c74e15527,2013-03-11,2.0,1.0,0.0,0.0,0.005,3.0,1.0
100984f9819d0bca32fdf1b41b5931dc,2013-03-11,1.0,1.0,0.0,0.0,0.114,94.0,0.0
1009ae4646624f4c7c8df84622ee60c0,2013-03-11,1.0,1.0,0.0,0.0,0.011,164.0,1.0
1009b9737b2a3079da0d261b2c5099a5,2013-03-11,1.0,1.0,0.0,0.0,0.071,333.0,1.0
1009cdda82b29cbba7915ced89f76226,2013-03-11,1.0,1.0,0.0,0.0,0.201,80.0,0.0
1009e889bd88de52343c5ad29b28ebac,2013-03-11,2.0,1.0,0.0,0.0,0.069,216.0,0.0
1009f196a9070506e54044ee8fffe593,2013-03-11,2.0,1.0,0.0,0.0,0.025,216.0,1.0
100a2fc9c7d749940c53a49cf8e5ca84,2013-03-11,3.0,3.0,0.0,0.0,0.424,216.0,0.0
100a34181e31566caa144b311dbc4935,2013-03-11,1.0,1.0,0.0,0.0,0.016,333.0,1.0
100a5f38ec4ee7b249278571b29a7391,2013-03-11,1.0,1.0,0.0,0.0,0.013,0.0,0.0
100a63b6ada5ac38698bf6a446ec7530,2013-03-11,1.0,1.0,0.0,0.0,0.254,1.0,0.0
100a69add7645bd4fb828c1cffca1f79,2013-03-11,3.0,2.0,0.0,0.0,0.09,146.0,1.0
100a977d63a48f80abb2a0eeb891a709,2013-03-11,3.0,2.0,0.0,0.0,0.162,333.0,1.0
100aaa0a39a2a2f6c1cfc22ef33fa5eb,2013-03-11,1.0,1.0,0.0,0.0,0.047,80.0,1.0
100aba89a4c5ae68d149e307b0e4dd27,2013-03-11,3.0,2.0,0.0,0.0,0.2,216.0,1.0
100ac504daacdfef26e856cb490a0606,2013-03-11,2.0,1.0,0.0,0.0,0.013,216.0,0.0
100afadeca360e22249abd8075631e75,2013-03-11,3.0,1.0,0.0,0.0,0.123,216.0,1.0
100afdcbf6252087390708b55c558520,2013-03-11,3.0,1.0,0.0,0.0,0.16,27.0,1.0
100b1f228de788d2b2edfb46415bd206,2013-03-11,1.0,1.0,0.0,0.0,0.119,124.0,0.0
100b40f3a0c6f4f8e6c8ac3ed96e6d91,2013-03-11,1.0,1.0,0.0,0.0,0.097,55.0,1.0
100b47c8fc5e1ed4e6db04aa4a5cf058,2013-03-11,2.0,1.0,0.0,0.0,0.044,94.0,0.0
100b48ad333a99739ddd12c5440c03d3,2013-03-11,1.0,1.0,0.0,0.0,0.01,94.0,1.0
100b51ee5db20f943aa35b1e8151188,2013-03-11,2.0,1.0,0.0,0.0,0.132,216.0,1.0
100b5256d8fa77959859a90df5cf3857,2013-03-11,3.0,2.0,0.0,0.0,0.203,216.0,1.0
100b5969b6a720757c073e8a343a9c51,2013-03-11,2.0,2.0,0.0,0.0,0.025,374.0,1.0
100b94cdbcedf7c4d8e0b59a2393c77d,2013-03-11,1.0,2.0,0.0,0.0,0.017,146.0,0.0
100b9a105231b76858a9e6c302a89c3f,2013-03-11,3.0,1.0,0.0,0.0,0.144,94.0,1.0
100b9c401251ad199547e9e14fd8f2fd,2013-03-11,3.0,2.0,0.0,0.0,0.06,1.0,1.0
100b9d35bb701e9a0f0e45ffa24aa19c,2013-03-11,1.0,2.0,0.0,0.0,0.124,27.0,1.0
100ba7f802cf46a44d252357ead9e4cc,2013-03-11,1.0,1.0,0.0,0.0,0.052,80.0,0.0
100bb469ca96984b5f6957112af58019,2013-03-11,2.0,1.0,0.0,0.0,0.005,40.0,0.0
100bc162bb53396c40f1d13da2f315f,2013-03-11,1.0,1.0,0.0,0.0,0.046,216.0,1.0
100bce4fb624dd577ff577c09a7fb94c,2013-03-11,2.0,1.0,0.0,0.0,0.022,276.0,1.0
100be25479e19ebca25d42a45b3204f9,2013-03-11,2.0,1.0,0.0,0.0,0.097,79.0,0.0
100be3a00c0d54d1f30dbf107cfd5632,2013-03-11,1.0,1.0,0.0,0.0,0.041,201.0,0.0
100bf4d98624c650b756d888e23bce43,2013-03-11,2.0,2.0,0.0,0.0,0.37,80.0,0.0
100c0a92bd4c050f08e918b2fe698a63,2013-03-11,2.0,1.0,0.0,0.0,0.006,79.0,0.0
100c0f96310a6f49dfe6729b4944ed18,2013-03-11,2.0,1.0,0.0,0.0,0.297,79.0,0.0
100c1a5d0ef39702b036f16d3e02bb75,2013-03-11,2.0,1.0,0.0,0.0,0.049,94.0,0.0
100c1c9843d65b6704e43dde7b92f879,2013-03-11,3.0,1.0,0.0,0.0,0.05,146.0,1.0
100c22c142177c9fb3c57661133f9803,2013-03-11,1.0,1.0,0.0,0.0,0.115,124.0,0.0
100c3c647f34c7652be55538f1a63f47,2013-03-11,2.0,1.0,0.0,0.0,0.147,216.0,1.0
100c4fc6348b36d78504ce0f67cc619c,2013-03-11,3.0,1.0,0.0,0.0,0.16,216.0,1.0
100c5067f20866ad42d32c56a78ded5f,2013-03-11,3.0,3.0,0.0,0.0,0.08,0.0,0.0
100c5e272f5d91f7e18bfdf4d8294513,2013-03-11,3.0,1.0,0.0,0.0,0.144,146.0,0.0
100c764cfe858dc3cb7d5e5a5704c8c1,2013-03-11,1.0,1.0,0.0,0.0,0.053,276.0,0.0
100c8fe6a55770be572c8ab650da809c,2013-03-11,1.0,1.0,0.0,0.0,0.057,80.0,1.0
100c9464c497bea2335e15983e8cdcac,2013-03-11,2.0,1.0,0.0,0.0,0.152,79.0,0.0
100cbf4f2b260a364eb9a63faf01a79e,2013-03-11,2.0,1.0,0.0,0.0,0.112,1.0,1.0
100cc1bf44452f7e2ad61d1c336c5b57,2013-03-11,3.0,1.0,0.0,0.0,0.08,0.0,1.0
100cc860c3817a388eea78bae1a3306e,2013-03-11,1.0,1.0,0.0,0.0,0.028,40.0,1.0
100ceb4abc2427f1eaae78fb4762a5df,2013-03-11,3.0,1.0,0.0,0.0,0.02,0.0,0.0
100cec6b5b6e36e5f94af3c6593e45b7,2013-03-11,1.0,1.0,0.0,0.0,0.021,106.0,0.0
100cefe92b1b1f40195d4edd0c29fa64,2013-03-11,2.0,1.0,0.0,0.0,0.022,94.0,0.0
100cf4e540703787cdbaf67a9fe9d1e7,2013-03-11,3.0,2.0,0.0,0.0,0.07,15.0,1.0
100d044a1af56f555239409f51969b1d,2013-03-11,2.0,3.0,0.0,0.0,0.192,146.0,1.0
100d10198a37046a721b087651f19ed6,2013-03-11,2.0,1.0,0.0,0.0,0.045,15.0,1.0
100d1985bf0f9f1bc694b78755eebc0a,2013-03-11,2.0,1.0,0.0,0.0,0.072,94.0,0.0
100d25d1ebc4cb14b4580c05a232bdd,2013-03-11,1.0,1.0,0.0,0.0,0.051,2.0,1.0
100d4d5a7aabd566e8471b82b0974610,2013-03-11,2.0,1.0,0.0,0.0,0.027,79.0,0.0
100d5b9d5dc671f4bdcd41e4b326ff42,2013-03-11,2.0,1.0,0.0,0.0,0.005,94.0,0.0
100d660a208a2d34755a96972afcc544,2013-03-11,1.0,1.0,0.0,0.0,0.005,164.0,1.0
100d6cdf95c801dc0daa897459ba2fab,2013-03-11,1.0,1.0,0.0,0.0,0.017,0.0,0.0
100d7208c95559ac2ef8d806b30e88f3,2013-03-11,1.0,1.0,0.0,0.0,0.037,124.0,1.0
100d79851cb535974e8d8300d058b120,2013-03-11,1.0,2.0,0.0,0.0,0.106,238.0,0.0
100d8086f8f4121c27df4f5e186e0096,2013-03-11,3.0,1.0,0.0,0.0,0.05,27.0,1.0
100d8ed6c7b8d67960d478a9fb15a6c6,2013-03-11,1.0,1.0,0.0,0.0,0.038,94.0,0.0
100da9f38e006e9812c01ec3f3ae2eb3,2013-03-11,2.0,1.0,0.0,0.0,0.05,3.0,0.0
100db91b9e71198eed852e3b36fc5bc0,2013-03-11,2.0,1.0,0.0,0.0,0.069,1.0,0.0
100dc1c800aa7a431afe55e6b1e53a74,2013-03-11,1.0,1.0,0.0,0.0,0.075,79.0,1.0
100dcb4db7cc708e406e42b638e6aa1b,2013-03-11,2.0,1.0,0.0,0.0,0.209,79.0,0.0
100de511795ac33efb19a830cd6b05b4,2013-03-11,1.0,1.0,0.0,0.0,0.121,15.0,1.0
100e0b90ab259ff9ffbc7b1229762006,2013-03-11,3.0,1.0,0.0,0.0,0.16,201.0,0.0
100e1a4e251b8f55ebdb62b33482ae2b,2013-03-11,2.0,1.0,0.0,0.0,0.12,275.0,0.0
100e42a5c24d14ed5bb2a75cbbb7f3c,2013-03-11,1.0,1.0,0.0,0.0,0.031,146.0,1.0
100e44e19cde125797189745adebf025,2013-03-11,3.0,1.0,0.0,0.0,0.08,146.0,1.0
100e44e2f6d74b4b32197f0a154ec8e0,2013-03-11,2.0,1.0,0.0,0.0,0.02,164.0,0.0
100e4f07947dfc0c768cc7598dba2f4e,2013-03-11,1.0,1.0,0.0,0.0,0.053,333.0,1.0
100e5fc5680c67aa224080168e476f60,2013-03-11,2.0,1.0,0.0,0.0,0.005,276.0,0.0
100eb284623cf2a010873484c303115b,2013-03-11,2.0,2.0,0.0,0.0,0.14,164.0,0.0
100ebcf268d7ffb2aa85c21f21f2e3a4,2013-03-11,2.0,1.0,0.0,0.0,0.024,0.0,0.0
100ebf193f68051541134ceaab7487b1,2013-03-11,1.0,2.0,0.0,0.0,0.017,79.0,0.0
100ee51247711249bbe44000d1a566cd,2013-03-11,2.0,1.0,0.0,0.0,0.058,183.0,0.0
100ee96ab2f607861bf7e22a13f24bf,2013-03-11,3.0,1.0,0.0,0.0,0.02,374.0,0.0
100ef1e7af7d7046fb63189e43e81831,2013-03-11,1.0,1.0,0.0,0.0,0.079,238.0,0.0
100efbe14c5d57d27f62971edfa5ef02,2013-03-11,2.0,2.0,0.0,0.0,0.093,79.0,1.0
100eff62defac3b47a212912080aacbe,2013-03-11,2.0,1.0,0.0,0.0,0.23,333.0,1.0
100f0062609d3c4c4d093668b8258d71,2013-03-11,1.0,1.0,0.0,0.0,0.131,146.0,0.0
100f1df4e0b8bd6a7005529f59ce1c18,2013-03-11,2.0,2.0,0.0,0.0,0.015,0.0,0.0
100f270f829b27cdcec135ca6f95d53f,2013-03-11,2.0,2.0,0.0,0.0,0.048,80.0,0.0
100f3ae4db29efad78f3381fb1e07650,2013-03-11,1.0,1.0,0.0,0.0,0.004,55.0,0.0
100f5870917bcd3d1e3421d62ec0dcc1,2013-03-11,1.0,1.0,0.0,0.0,0.201,216.0,1.0
100f5c20b5ced262bcfdbc5d15b58d14,2013-03-11,1.0,1.0,0.0,0.0,0.066,333.0,0.0
100f75b25486af973403889784602688,2013-03-11,2.0,1.0,0.0,0.0,0.028,1.0,1.0
100f838e86a57bc6635b5b483096da5,2013-03-11,2.0,1.0,0.0,0.0,0.017,216.0,1.0
100f9b1e6c940d4d9130f8db320b780f,2013-03-11,1.0,1.0,0.0,0.0,0.054,3.0,1.0
100fa038e09b4520a3f4e36862c826ff,2013-03-11,2.0,2.0,0.0,0.0,0.01,80.0,0.0
100fa49dcf10fdec71b649f326e794e9,2013-03-11,1.0,1.0,0.0,0.0,0.019,1.0,1.0
100fb70e016d8c96bd0b6d885073947c,2013-03-11,3.0,1.0,0.0,0.0,0.08,15.0,0.0
100fb85a7bc6692a9e5663fa01e02177,2013-03-11,2.0,1.0,0.0,0.0,0.153,0.0,0.0
100fcaa1691708c130c9fba2b55cc8d6,2013-03-11,1.0,1.0,0.0,0.0,0.021,164.0,1.0
100ff8c8322fbfe31d9e8bd239dcc0bd,2013-03-11,2.0,1.0,0.0,0.0,0.031,146.0,0.0
100ffca6456f88132edcdafc0e92cd18,2013-03-11,3.0,3.0,0.0,0.0,0.32,164.0,0.0
100fffc29122cffd204b89a88340ee95,2013-03-11,2.0,1.0,0.0,0.0,0.009,94.0,0.0
101012811dd3f339dee1d3a16bda6ac5,2013-03-11,3.0,1.0,0.0,0.0,0.02,374.0,0.0
1010175aea4c07fde3b4b6e60ac01ce1,2013-03-11,2.0,1.0,0.0,0.0,0.028,276.0,0.0
101024e6d05abe64f0f3c6d0d514478,2013-03-11,3.0,2.0,0.0,0.0,0.04,3.0,0.0
1010405f7305a6d28176a32fe9f2a407,2013-03-11,2.0,1.0,0.0,0.0,0.024,146.0,0.0
101053c7f70425e942308fea479cc89,2013-03-11,1.0,1.0,0.0,0.0,0.251,164.0,0.0
